61180,334070,285080,237880,190820,151100,85890,34670,8840,2870,570,190,90
34030,654140,631750,606330,570350,534090,444950,309160,147570,66050,17510,6810,3340
26350,638660,620210,600140,571890,545180,483330,380390,231700,130220,44410,20440,11240
27470,566960,551700,533760,505260,481200,427620,339930,217160,130490,49700,25000,14780
42620,606940,582260,551980,504370,469860,400750,300990,177150,103650,41120,20810,12420
17070,982380,962820,911780,812170,644060,474280,301830,139770,72820,30740,16740,10370
