13990,13220,16050,16190,15870,14650,12250,9470,7630,9940,5000,1390,910,1000,420,320,20,10,20
52970,27540,40430,47170,55700,64540,69500,71240,70780,132670,113630,47030,41130,63350,42490,69240,11370,3490,4090
100190,32770,49780,58550,68440,79070,86890,92440,96620,200840,197750,91410,84400,144340,112110,240330,51210,18190,28400
72750,30940,42500,46020,51520,58660,63080,67380,70690,151010,157520,77470,74430,137900,120120,332170,85120,27170,39760
41650,36890,43770,44910,52020,58850,60590,61250,60070,113720,101480,45380,41590,71170,58200,152980,44830,15610,23660
21940,27910,59730,158300,150700,125410,108190,94450,81320,127120,89710,34290,28670,43860,30980,64800,17130,6830,11730
